brand,model,year,fuel_type,transmission,owner_type,km_driven,seller_type,mileage,engine,seats,price,car_age,km_per_year,engine_per_seat
Audi,A3,2020,Diesel,Automatic,Second Owner,40910.0,Dealer,14.5,1984,5,3050000.0,6,6818.33,396.8
Mercedes-Benz,Gla,2017,Diesel,Automatic,Third Owner,25000.0,Dealer,13.8,1991,5,2559000.0,9,2777.78,398.2
Maruti,Ertiga,2021,Petrol,Manual,Second Owner,43162.0,Dealer,19.0,1462,7,936000.0,5,8632.4,208.86
Honda,Accord,2010,Petrol,Manual,Fourth & Above Owner,82000.0,Dealer,17.8,1497,5,390000.0,16,5125.0,299.4
MG,Hector,2021,Petrol,Automatic,Second Owner,24000.0,Dealer,18.0,1200,5,1940000.0,5,4800.0,240.0
Tata,Indigo,2014,Diesel,Manual,Third Owner,175000.0,Dealer,19.0,1498,5,200000.0,12,14583.33,299.6
Hyundai,Grand I10,2014,Petrol,Manual,Third Owner,21415.0,Dealer,18.9,1197,5,471000.0,12,1784.58,239.4
Maruti,Celerio,2016,Petrol,Automatic,Third Owner,48549.0,Dealer,20.8,1197,5,445000.0,10,4854.9,239.4
BMW,5 Series,2015,Diesel,Manual,Third Owner,69000.0,Dealer,15.6,1995,5,2149000.0,11,6272.73,399.0
Datsun,Redi,2019,Petrol,Manual,Second Owner,1391.0,Dealer,20.6,999,5,345000.0,7,198.71,199.8
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,42000.0,Dealer,21.5,998,5,325000.0,12,3500.0,199.6
Renault,Kwid,2022,Petrol,Automatic,First Owner,8097.0,Dealer,22.0,999,5,525000.0,4,2024.25,199.8
Maruti,Swift,2014,Petrol,Manual,Third Owner,31511.0,Dealer,21.2,1197,5,408000.0,12,2625.92,239.4
Skoda,Rapid,2013,Petrol,Automatic,Fourth & Above Owner,65000.0,Dealer,15.6,1498,5,351000.0,13,5000.0,299.6
Mercedes-Benz,E Class,2018,Diesel,Automatic,Second Owner,88508.0,Dealer,13.8,1991,5,4450000.0,8,11063.5,398.2
Mahindra,Thar,2021,Diesel,Manual,Second Owner,36804.0,Dealer,15.1,2179,7,1299000.0,5,7360.8,311.29
Hyundai,Creta,2018,Diesel,Manual,Second Owner,40000.0,Dealer,16.8,1497,5,1490000.0,8,5000.0,299.4
Skoda,Rapid,2016,Diesel,Manual,Third Owner,117048.0,Dealer,15.6,1498,5,745000.0,10,11704.8,299.6
Maruti,Alto 800,2021,Petrol,Manual,Second Owner,28200.0,Dealer,22.7,796,5,350000.0,5,5640.0,159.2
Maruti,Swift,2014,Petrol,Manual,Third Owner,57742.0,Dealer,21.2,1197,5,499000.0,12,4811.83,239.4
Audi,Q3,2017,Diesel,Automatic,Third Owner,94520.0,Dealer,14.5,1984,5,2250000.0,9,10502.22,396.8
Mahindra,XUV500,2015,Diesel,Manual,Third Owner,88066.0,Dealer,15.1,2179,7,685000.0,11,8006.0,311.29
Volkswagen,Polo,2014,Diesel,Manual,Third Owner,78140.0,Dealer,19.0,1498,5,380000.0,12,6511.67,299.6
Tata,Nexon,2018,Petrol,Manual,Second Owner,29873.0,Dealer,17.0,1199,5,875000.0,8,3734.12,239.8
Hyundai,Elite I20,2019,Diesel,Manual,Second Owner,56415.0,Dealer,19.0,1498,5,880000.0,7,8059.29,299.6
Honda,Br,2018,Petrol,Manual,Second Owner,38258.0,Dealer,17.8,1497,5,942000.0,8,4782.25,299.4
Volvo,S60,2016,Diesel,Automatic,Third Owner,118271.0,Dealer,12.4,1969,5,1595000.0,10,11827.1,393.8
Mahindra,Bolero,2019,Diesel,Manual,Second Owner,29726.0,Dealer,15.1,2179,7,832000.0,7,4246.57,311.29
Maruti,Vitara Brezza,2017,Diesel,Manual,Third Owner,77000.0,Dealer,17.0,1462,5,865000.0,9,8555.56,292.4
Mahindra,XUV500,2018,Diesel,Manual,Second Owner,55218.0,Dealer,15.1,2179,7,1395000.0,8,6902.25,311.29
Maruti,Xl6,2021,Petrol,Manual,Second Owner,2390.0,Dealer,20.8,1197,5,1045000.0,5,478.0,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,71975.0,Dealer,18.9,1197,5,491000.0,9,7997.22,239.4
Tata,Hexa,2018,Diesel,Manual,Second Owner,70930.0,Dealer,19.0,1498,5,1550000.0,8,8866.25,299.6
Honda,Amaze,2017,Petrol,Automatic,Third Owner,45751.0,Dealer,18.6,1199,5,625000.0,9,5083.44,239.8
Maruti,Wagon R,2016,Petrol,Manual,Third Owner,32702.0,Dealer,21.5,998,5,369000.0,10,3270.2,199.6
Honda,Amaze,2018,Petrol,Manual,Second Owner,45982.0,Dealer,18.6,1199,5,725000.0,8,5747.75,239.8
Jeep,Compass,2018,Diesel,Manual,Second Owner,57624.0,Dealer,14.9,1956,5,1745000.0,8,7203.0,391.2
Maruti,Celerio,2014,Petrol,Automatic,Third Owner,67000.0,Dealer,20.8,1197,5,400000.0,12,5583.33,239.4
Renault,Kwid,2021,Petrol,Manual,Second Owner,1245.0,Dealer,22.0,999,5,480000.0,5,249.0,199.8
Honda,City,2016,Petrol,Manual,Third Owner,56861.0,Dealer,17.4,1497,5,799000.0,10,5686.1,299.4
Maruti,Dzire,2020,Petrol,Manual,Second Owner,33372.0,Dealer,22.0,1197,5,795000.0,6,5562.0,239.4
Tata,Safari,2021,Diesel,Manual,Second Owner,22360.0,Dealer,14.1,1956,7,2400000.0,5,4472.0,279.43
Hyundai,I20,2014,Petrol,Manual,Third Owner,74050.0,Dealer,18.6,1197,5,425000.0,12,6170.83,239.4
Hyundai,Elite I20,2018,Petrol,Automatic,Second Owner,39389.0,Dealer,18.3,1197,5,895000.0,8,4923.62,239.4
Maruti,Alto K10,2015,Petrol,Manual,Third Owner,44042.0,Dealer,24.1,998,5,336000.0,11,4003.82,199.6
Mercedes-Benz,C Class,2019,Diesel,Automatic,Second Owner,53841.0,Dealer,13.8,1991,5,4600000.0,7,7691.57,398.2
Mahindra,XUV500,2018,Diesel,Automatic,Second Owner,45724.0,Dealer,15.1,2179,7,1590000.0,8,5715.5,311.29
Jeep,Compass,2022,Diesel,Automatic,First Owner,1600.0,Dealer,14.9,1956,5,3700000.0,4,400.0,391.2
Hyundai,Grand I10,2019,Petrol,Manual,Second Owner,33583.0,Dealer,18.9,1197,5,500000.0,7,4797.57,239.4
Hyundai,Venue,2020,Petrol,Automatic,Second Owner,32727.0,Dealer,18.3,1197,5,1045000.0,6,5454.5,239.4
Hyundai,Verna,2018,Petrol,Manual,Second Owner,52858.0,Dealer,17.7,1497,5,868000.0,8,6607.25,299.4
Maruti,Alto K10,2016,Petrol,Manual,Third Owner,88989.0,Dealer,24.1,998,5,295000.0,10,8898.9,199.6
Skoda,Rapid,2021,Petrol,Manual,Second Owner,10418.0,Dealer,15.6,1498,5,1046000.0,5,2083.6,299.6
Chevrolet,Cruze,2017,Diesel,Manual,Third Owner,65000.0,Dealer,19.0,1498,5,850000.0,9,7222.22,299.6
Maruti,Baleno,2018,Petrol,Manual,Second Owner,31968.0,Dealer,21.4,1197,5,689000.0,8,3996.0,239.4
Hyundai,Elite I20,2019,Petrol,Automatic,Second Owner,41236.0,Dealer,18.3,1197,5,851000.0,7,5890.86,239.4
Maruti,Baleno,2017,Petrol,Manual,Third Owner,36101.0,Dealer,21.4,1197,5,585000.0,9,4011.22,239.4
Hyundai,Creta,2017,Diesel,Automatic,Third Owner,44157.0,Dealer,16.8,1497,5,1171000.0,9,4906.33,299.4
Volkswagen,Polo,2014,Petrol,Manual,Third Owner,51644.0,Dealer,17.2,1197,5,592000.0,12,4303.67,239.4
Hyundai,Venue,2019,Diesel,Manual,Second Owner,40655.0,Dealer,19.0,1498,5,983000.0,7,5807.86,299.6
Honda,Amaze,2015,Petrol,Manual,Third Owner,79749.0,Dealer,18.6,1199,5,469000.0,11,7249.91,239.8
Volkswagen,Ameo,2018,Petrol,Manual,Second Owner,46000.0,Dealer,17.2,1197,5,465000.0,8,5750.0,239.4
Volkswagen,Ameo,2016,Petrol,Manual,Third Owner,40729.0,Dealer,17.2,1197,5,399000.0,10,4072.9,239.4
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,36349.0,Dealer,18.3,1197,5,658000.0,11,3304.45,239.4
Hyundai,Grand I10,2019,Cng,Manual,Second Owner,23345.0,Dealer,18.9,1197,5,537000.0,7,3335.0,239.4
Hyundai,Elite I20,2016,Petrol,Manual,Third Owner,33679.0,Dealer,18.3,1197,5,534000.0,10,3367.9,239.4
Hyundai,I10,2014,Petrol,Manual,Third Owner,56000.0,Dealer,19.8,1086,5,295000.0,12,4666.67,217.2
Maruti,Celerio,2015,Petrol,Manual,Third Owner,66290.0,Dealer,20.8,1197,5,395000.0,11,6026.36,239.4
Maruti,Celerio,2017,Petrol,Automatic,Third Owner,41624.0,Dealer,20.8,1197,5,425000.0,9,4624.89,239.4
Hyundai,Grand I10,2013,Petrol,Manual,Fourth & Above Owner,46458.0,Dealer,18.9,1197,5,431000.0,13,3573.69,239.4
Audi,A4,2013,Diesel,Automatic,Fourth & Above Owner,116265.0,Dealer,17.4,1984,5,1650000.0,13,8943.46,396.8
Honda,Amaze,2014,Petrol,Manual,Third Owner,50821.0,Dealer,18.6,1199,5,400000.0,12,4235.08,239.8
Mahindra,XUV500,2016,Diesel,Manual,Third Owner,87820.0,Dealer,15.1,2179,7,975000.0,10,8782.0,311.29
Renault,Kwid,2019,Petrol,Manual,Second Owner,22785.0,Dealer,22.0,999,5,425000.0,7,3255.0,199.8
Maruti,Wagon R,2018,Cng,Manual,Second Owner,70000.0,Dealer,21.5,998,5,450000.0,8,8750.0,199.6
Mercedes-Benz,E Class,2016,Diesel,Automatic,Third Owner,84169.0,Dealer,13.8,1991,5,2700000.0,10,8416.9,398.2
Maruti,Baleno,2020,Petrol,Manual,Second Owner,12252.0,Dealer,21.4,1197,5,725000.0,6,2042.0,239.4
Hyundai,I20,2021,Petrol,Manual,Second Owner,12420.0,Dealer,18.6,1197,5,910000.0,5,2484.0,239.4
Hyundai,I10,2014,Petrol,Manual,Third Owner,50714.0,Dealer,19.8,1086,5,367000.0,12,4226.17,217.2
Tata,Tiago,2021,Petrol,Manual,Second Owner,16337.0,Dealer,17.0,1199,5,590000.0,5,3267.4,239.8
Maruti,S Cross,2017,Diesel,Manual,Third Owner,52245.0,Dealer,19.0,1498,5,795000.0,9,5805.0,299.6
Hyundai,Venue,2020,Petrol,Automatic,Second Owner,64317.0,Dealer,18.3,1197,5,1097000.0,6,10719.5,239.4
Audi,A6,2014,Diesel,Automatic,Third Owner,101850.0,Dealer,14.5,1984,5,1550000.0,12,8487.5,396.8
Hyundai,Santro,2019,Petrol,Manual,Second Owner,43189.0,Dealer,18.3,1197,5,529000.0,7,6169.86,239.4
Audi,A4,2016,Diesel,Automatic,Third Owner,82695.0,Dealer,17.4,1984,5,2700000.0,10,8269.5,396.8
Maruti,Wagon R,2021,Cng,Manual,Second Owner,19225.0,Dealer,21.5,998,5,687000.0,5,3845.0,199.6
Maruti,Swift,2016,Petrol,Manual,Third Owner,63323.0,Dealer,21.2,1197,5,580000.0,10,6332.3,239.4
Toyota,Corolla Altis,2015,Diesel,Manual,Third Owner,71957.0,Dealer,14.3,1798,5,1150000.0,11,6541.55,359.6
Maruti,Ciaz,2020,Petrol,Manual,Second Owner,54031.0,Dealer,20.7,1373,5,849000.0,6,9005.17,274.6
Maruti,S Cross,2018,Diesel,Manual,Second Owner,53416.0,Dealer,19.0,1498,5,895000.0,8,6677.0,299.6
BMW,3 Series,2016,Diesel,Manual,Third Owner,64229.0,Dealer,16.1,1995,5,2785000.0,10,6422.9,399.0
Honda,Brio,2014,Petrol,Manual,Third Owner,81122.0,Dealer,18.5,1198,5,375000.0,12,6760.17,239.6
Maruti,Wagon R,2019,Petrol,Manual,Second Owner,50860.0,Dealer,21.5,998,5,579000.0,7,7265.71,199.6
Skoda,Kushaq,2022,Petrol,Manual,First Owner,3000.0,Dealer,15.6,1498,5,1450000.0,4,750.0,299.6
Maruti,Swift,2019,Petrol,Automatic,Second Owner,32516.0,Dealer,21.2,1197,5,785000.0,7,4645.14,239.4
Maruti,Alto K10,2018,Petrol,Automatic,Second Owner,30305.0,Dealer,24.1,998,5,430000.0,8,3788.12,199.6
Mahindra,Bolero,2017,Diesel,Manual,Third Owner,45090.0,Dealer,15.1,2179,7,571000.0,9,5010.0,311.29
BMW,3 Series,2019,Diesel,Manual,Second Owner,51400.0,Dealer,16.1,1995,5,3950000.0,7,7342.86,399.0
Toyota,Innova,2017,Diesel,Automatic,Third Owner,85182.0,Dealer,12.99,2494,7,1631000.0,9,9464.67,356.29
Hyundai,Elantra,2014,Petrol,Automatic,Third Owner,25000.0,Dealer,14.6,1999,5,685000.0,12,2083.33,399.8
Kia,Seltos,2021,Petrol,Manual,Second Owner,14300.0,Dealer,16.5,1497,5,1598000.0,5,2860.0,299.4
Honda,City,2015,Petrol,Automatic,Third Owner,52283.0,Dealer,17.4,1497,5,645000.0,11,4753.0,299.4
Tata,Tiago,2022,Petrol,Manual,First Owner,9578.0,Dealer,17.0,1199,5,843000.0,4,2394.5,239.8
Ford,Freestyle,2020,Petrol,Manual,Second Owner,32000.0,Dealer,16.0,1497,5,600000.0,6,5333.33,299.4
Honda,City,2017,Petrol,Automatic,Third Owner,43239.0,Dealer,17.4,1497,5,925000.0,9,4804.33,299.4
Maruti,Wagon R,2007,Petrol + 1,Manual,Fourth & Above Owner,150000.0,Dealer,21.5,998,5,150000.0,19,7894.74,199.6
Skoda,Rapid,2020,Petrol,Automatic,Second Owner,54698.0,Dealer,15.6,1498,5,959000.0,6,9116.33,299.6
Maruti,Alto 800,2020,Petrol,Manual,Second Owner,19097.0,Dealer,22.7,796,5,349000.0,6,3182.83,159.2
Maruti,Swift,2018,Petrol,Manual,Second Owner,37497.0,Dealer,21.2,1197,5,629000.0,8,4687.12,239.4
Volkswagen,Polo,2013,Petrol,Manual,Fourth & Above Owner,76143.0,Dealer,17.2,1197,5,300000.0,13,5857.15,239.4
Honda,City,2017,Petrol,Automatic,Third Owner,28340.0,Dealer,17.4,1497,5,1145000.0,9,3148.89,299.4
Toyota,Corolla Altis,2017,Petrol,Automatic,Third Owner,75766.0,Dealer,14.3,1798,5,1227000.0,9,8418.44,359.6
Hyundai,Verna,2014,Diesel,Manual,Third Owner,106985.0,Dealer,17.7,1497,5,600000.0,12,8915.42,299.4
Jeep,Compass,2020,Petrol,Automatic,Second Owner,11000.0,Dealer,14.9,1956,5,2000000.0,6,1833.33,391.2
BMW,X3,2012,Diesel,Manual,Fourth & Above Owner,74073.0,Dealer,19.0,1498,5,1800000.0,14,5290.93,299.6
Volkswagen,Taigun,2021,Petrol,Manual,Second Owner,12093.0,Dealer,17.2,1197,5,1599000.0,5,2418.6,239.4
Ford,Figo,2013,Diesel,Manual,Fourth & Above Owner,64983.0,Dealer,16.0,1497,5,299000.0,13,4998.69,299.4
Hyundai,Elite I20,2014,Petrol,Manual,Third Owner,36787.0,Dealer,18.3,1197,5,515000.0,12,3065.58,239.4
Jeep,Compass,2017,Diesel,Manual,Third Owner,47631.0,Dealer,14.9,1956,5,1126000.0,9,5292.33,391.2
Maruti,Ciaz,2017,Petrol,Automatic,Third Owner,28800.0,Dealer,20.7,1373,5,752000.0,9,3200.0,274.6
Maruti,Baleno,2019,Petrol,Manual,Second Owner,43000.0,Dealer,21.4,1197,5,875000.0,7,6142.86,239.4
Volkswagen,Vento,2016,Petrol,Manual,Third Owner,55837.0,Dealer,17.2,1197,5,610000.0,10,5583.7,239.4
Hyundai,Creta,2016,Petrol,Manual,Third Owner,41441.0,Dealer,16.8,1497,5,899000.0,10,4144.1,299.4
Volkswagen,Polo,2015,Petrol,Manual,Third Owner,49047.0,Dealer,17.2,1197,5,425000.0,11,4458.82,239.4
Hyundai,Grand I10,2013,Petrol,Manual,Fourth & Above Owner,55888.0,Dealer,18.9,1197,5,428000.0,13,4299.08,239.4
Hyundai,Santro,2021,Cng,Manual,Second Owner,32036.0,Dealer,18.3,1197,5,604000.0,5,6407.2,239.4
Maruti,Alto 800,2014,Petrol,Manual,Third Owner,71169.0,Dealer,22.7,796,5,246000.0,12,5930.75,159.2
Honda,Civic,2019,Petrol,Automatic,Second Owner,19600.0,Dealer,17.8,1497,5,2070000.0,7,2800.0,299.4
Maruti,Ciaz,2017,Diesel,Manual,Third Owner,61456.0,Dealer,20.7,1498,5,600000.0,9,6828.44,299.6
Maruti,Baleno,2020,Petrol,Manual,Second Owner,28417.0,Dealer,21.4,1197,5,679000.0,6,4736.17,239.4
Maruti,Baleno,2018,Diesel,Manual,Second Owner,60132.0,Dealer,21.4,1498,5,699000.0,8,7516.5,299.6
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,45571.0,Dealer,18.3,1197,5,610000.0,9,5063.44,239.4
Hyundai,Eon,2014,Petrol,Manual,Third Owner,34229.0,Dealer,21.1,814,5,283000.0,12,2852.42,162.8
Maruti,Wagon R,2018,Petrol,Automatic,Second Owner,38754.0,Dealer,21.5,998,5,445000.0,8,4844.25,199.6
Hyundai,Verna,2019,Petrol,Manual,Second Owner,5564.0,Dealer,17.7,1497,5,965000.0,7,794.86,299.4
Maruti,Alto K10,2019,Petrol,Automatic,Second Owner,58006.0,Dealer,24.1,998,5,430000.0,7,8286.57,199.6
Jeep,Compass,2020,Diesel,Automatic,Second Owner,11293.0,Dealer,14.9,1956,5,2475000.0,6,1882.17,391.2
Volkswagen,Polo,2015,Petrol,Manual,Third Owner,51000.0,Dealer,17.2,1197,5,579000.0,11,4636.36,239.4
Hyundai,Elite I20,2017,Diesel,Manual,Third Owner,77505.0,Dealer,19.0,1498,5,770000.0,9,8611.67,299.6
Maruti,Alto 800,2019,Petrol,Manual,Second Owner,6370.0,Dealer,22.7,796,5,343000.0,7,910.0,159.2
Maruti,Swift,2017,Petrol,Manual,Third Owner,59000.0,Dealer,21.2,1197,5,515000.0,9,6555.56,239.4
Maruti,Swift,2019,Petrol,Automatic,Second Owner,11874.0,Dealer,21.2,1197,5,725000.0,7,1696.29,239.4
Renault,Kwid,2017,Petrol,Manual,Third Owner,56856.0,Dealer,22.0,999,5,285000.0,9,6317.33,199.8
Maruti,Ignis,2018,Petrol,Manual,Second Owner,11824.0,Dealer,20.9,1197,5,474000.0,8,1478.0,239.4
Mahindra,XUV500,2016,Diesel,Manual,Third Owner,56877.0,Dealer,15.1,2179,7,1125000.0,10,5687.7,311.29
Maruti,Wagon R,2015,Cng,Manual,Third Owner,45000.0,Dealer,21.5,998,5,400000.0,11,4090.91,199.6
Honda,Wr,2017,Petrol,Manual,Third Owner,24459.0,Dealer,17.8,1497,5,625000.0,9,2717.67,299.4
Renault,Kwid,2016,Petrol,Manual,Third Owner,43335.0,Dealer,22.0,999,5,314000.0,10,4333.5,199.8
Honda,Jazz,2016,Petrol,Manual,Third Owner,54912.0,Dealer,18.7,1199,5,400000.0,10,5491.2,239.8
Maruti,Baleno,2019,Petrol,Manual,Second Owner,15116.0,Dealer,21.4,1197,5,665000.0,7,2159.43,239.4
Volvo,V90,2018,Diesel,Automatic,Second Owner,67713.0,Dealer,12.4,1969,5,3600000.0,8,8464.12,393.8
Maruti,Baleno,2020,Petrol,Automatic,Second Owner,45000.0,Dealer,21.4,1197,5,725000.0,6,7500.0,239.4
Hyundai,Eon,2018,Petrol,Manual,Second Owner,46101.0,Dealer,21.1,814,5,245000.0,8,5762.62,162.8
Maruti,Dzire,2018,Petrol,Automatic,Second Owner,46232.0,Dealer,22.0,1197,5,769000.0,8,5779.0,239.4
Mercedes-Benz,Glc,2022,Diesel,Automatic,First Owner,6563.0,Dealer,13.8,1991,5,6499000.0,4,1640.75,398.2
Mercedes-Benz,Gle,2018,Diesel,Automatic,Second Owner,46023.0,Dealer,13.8,1991,5,5355000.0,8,5752.88,398.2
Hyundai,Verna,2014,Petrol,Manual,Third Owner,74371.0,Dealer,17.7,1497,5,515000.0,12,6197.58,299.4
Hyundai,Elite I20,2018,Diesel,Manual,Second Owner,58262.0,Dealer,19.0,1498,5,594000.0,8,7282.75,299.6
Honda,Br,2016,Petrol,Automatic,Third Owner,61225.0,Dealer,17.8,1497,5,790000.0,10,6122.5,299.4
Hyundai,Xcent,2015,Petrol,Manual,Third Owner,37882.0,Dealer,19.1,1197,5,482000.0,11,3443.82,239.4
Ford,Endeavour,2018,Diesel,Automatic,Second Owner,71773.0,Dealer,16.0,1497,5,3300000.0,8,8971.62,299.4
Hyundai,I20,2012,Petrol,Manual,Fourth & Above Owner,35982.0,Dealer,18.6,1197,5,299000.0,14,2570.14,239.4
Honda,Amaze,2014,Petrol,Manual,Third Owner,46500.0,Dealer,18.6,1199,5,375000.0,12,3875.0,239.8
Mercedes-Benz,E Class,2016,Diesel,Automatic,Third Owner,24162.0,Dealer,13.8,1991,5,2799000.0,10,2416.2,398.2
Datsun,Go,2015,Petrol,Manual,Third Owner,43000.0,Dealer,20.6,999,5,250000.0,11,3909.09,199.8
Kia,Sonet,2021,Diesel,Manual,Second Owner,58063.0,Dealer,16.5,1497,5,950000.0,5,11612.6,299.4
Audi,Q7,2018,Diesel,Automatic,Second Owner,37648.0,Dealer,14.5,1984,5,6995000.0,8,4706.0,396.8
Maruti,Swift,2017,Diesel,Manual,Third Owner,82366.0,Dealer,21.2,1498,5,650000.0,9,9151.78,299.6
Skoda,Kodiaq,2017,Diesel,Automatic,Third Owner,103885.0,Dealer,15.6,1498,5,2500000.0,9,11542.78,299.6
Volkswagen,Jetta,2011,Diesel,Manual,Fourth & Above Owner,63389.0,Dealer,19.0,1498,5,295000.0,15,4225.93,299.6
Maruti,Ritz,2015,Petrol,Manual,Third Owner,88000.0,Dealer,18.5,1197,5,465000.0,11,8000.0,239.4
Audi,A3,2018,Petrol,Automatic,Second Owner,43290.0,Dealer,14.5,1984,5,2450000.0,8,5411.25,396.8
Maruti,Baleno,2018,Petrol,Manual,Second Owner,29093.0,Dealer,21.4,1197,5,621000.0,8,3636.62,239.4
Hyundai,I10,2013,Lpg,Manual,Fourth & Above Owner,73380.0,Dealer,19.8,1086,5,350000.0,13,5644.62,217.2
Honda,Jazz,2017,Petrol,Manual,Third Owner,48210.0,Dealer,18.7,1199,5,550000.0,9,5356.67,239.8
Hyundai,Verna,2014,Petrol,Manual,Third Owner,14296.0,Dealer,17.7,1497,5,669000.0,12,1191.33,299.4
Toyota,Fortuner,2021,Diesel,Automatic,Second Owner,6373.0,Dealer,12.6,2755,7,4199000.0,5,1274.6,393.57
Toyota,Innova,2018,Diesel,Manual,Second Owner,88000.0,Dealer,12.99,2494,7,2200000.0,8,11000.0,356.29
Kia,Seltos,2020,Petrol,Manual,Second Owner,42000.0,Dealer,16.5,1497,5,1275000.0,6,7000.0,299.4
Renault,Duster,2015,Diesel,Manual,Third Owner,94931.0,Dealer,20.0,1498,5,775000.0,11,8630.09,299.6
MG,Hector,2021,Petrol,Automatic,Second Owner,5900.0,Dealer,18.0,1200,5,1800000.0,5,1180.0,240.0
Toyota,Innova,2020,Diesel,Manual,Second Owner,48989.0,Dealer,12.99,2494,7,2700000.0,6,8164.83,356.29
Maruti,Swift,2018,Petrol,Manual,Second Owner,15205.0,Dealer,21.2,1197,5,595000.0,8,1900.62,239.4
Mercedes-Benz,Gls,2017,Diesel,Automatic,Third Owner,59348.0,Dealer,13.8,1991,5,6300000.0,9,6594.22,398.2
Maruti,Wagon R,2018,Petrol,Manual,Second Owner,33941.0,Dealer,21.5,998,5,382000.0,8,4242.62,199.6
Maruti,Wagon R,2015,Cng,Manual,Third Owner,19812.0,Dealer,21.5,998,5,415000.0,11,1801.09,199.6
Volkswagen,Polo,2018,Petrol,Manual,Second Owner,55800.0,Dealer,17.2,1197,5,485000.0,8,6975.0,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,35010.0,Dealer,18.9,1197,5,482000.0,9,3890.0,239.4
Kia,Seltos,2020,Petrol,Manual,Second Owner,11000.0,Dealer,16.5,1497,5,1690000.0,6,1833.33,299.4
Maruti,Baleno,2017,Petrol,Manual,Third Owner,28000.0,Dealer,21.4,1197,5,570000.0,9,3111.11,239.4
Tata,Harrier,2020,Diesel,Manual,Second Owner,28000.0,Dealer,19.0,1498,5,1675000.0,6,4666.67,299.6
Maruti,Alto K10,2012,Petrol,Manual,Fourth & Above Owner,66000.0,Dealer,24.1,998,5,255000.0,14,4714.29,199.6
Maruti,Ertiga,2019,Petrol,Automatic,Second Owner,32881.0,Dealer,19.0,1462,7,1090000.0,7,4697.29,208.86
BMW,X1,2011,Diesel,Manual,Fourth & Above Owner,47000.0,Dealer,19.0,1498,5,835000.0,15,3133.33,299.6
Maruti,Vitara Brezza,2018,Diesel,Manual,Second Owner,82559.0,Dealer,17.0,1462,5,813000.0,8,10319.88,292.4
Kia,Seltos,2021,Petrol,Manual,Second Owner,20881.0,Dealer,16.5,1497,5,1850000.0,5,4176.2,299.4
Toyota,Corolla,2004,Petrol + 1,Manual,Fourth & Above Owner,140000.0,Dealer,14.5,1798,5,200000.0,22,6363.64,359.6
Maruti,S Cross,2018,Diesel,Manual,Second Owner,48159.0,Dealer,19.0,1498,5,625000.0,8,6019.88,299.6
Mercedes-Benz,B,2014,Diesel,Automatic,Third Owner,64300.0,Dealer,13.8,1991,5,1350000.0,12,5358.33,398.2
Kia,Seltos,2020,Diesel,Automatic,Second Owner,32244.0,Dealer,16.5,1497,5,1851000.0,6,5374.0,299.4
Maruti,Swift,2009,Petrol,Manual,Fourth & Above Owner,71861.0,Dealer,21.2,1197,5,325000.0,17,4227.12,239.4
Hyundai,Grand I10,2013,Petrol,Manual,Fourth & Above Owner,24251.0,Dealer,18.9,1197,5,469000.0,13,1865.46,239.4
Mercedes-Benz,S Class,2014,Diesel,Automatic,Third Owner,32500.0,Dealer,13.8,1991,5,4660000.0,12,2708.33,398.2
Maruti,Swift,2017,Diesel + 1,Manual,Third Owner,82500.0,Dealer,21.2,1498,5,600000.0,9,9166.67,299.6
Audi,A3,2015,Petrol,Automatic,Third Owner,69727.0,Dealer,14.5,1984,5,1500000.0,11,6338.82,396.8
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,54822.0,Dealer,18.3,1197,5,526000.0,11,4983.82,239.4
Ford,Aspire,2016,Diesel,Manual,Third Owner,167000.0,Dealer,16.0,1497,5,425000.0,10,16700.0,299.4
Hyundai,Xcent,2018,Petrol,Manual,Second Owner,36000.0,Dealer,19.1,1197,5,395000.0,8,4500.0,239.4
Maruti,S-Presso,2020,Petrol,Manual,Second Owner,53958.0,Dealer,20.8,1197,5,431000.0,6,8993.0,239.4
Hyundai,I20,2014,Petrol,Manual,Third Owner,50546.0,Dealer,18.6,1197,5,430000.0,12,4212.17,239.4
Maruti,Celerio,2015,Petrol,Automatic,Third Owner,59175.0,Dealer,20.8,1197,5,479000.0,11,5379.55,239.4
Audi,A3,2018,Diesel,Automatic,Second Owner,17300.0,Dealer,14.5,1984,5,2950000.0,8,2162.5,396.8
Maruti,Ritz,2014,Petrol,Manual,Third Owner,88000.0,Dealer,18.5,1197,5,425000.0,12,7333.33,239.4
Toyota,Yaris,2019,Petrol,Manual,Second Owner,28103.0,Dealer,14.5,1496,5,785000.0,7,4014.71,299.2
Honda,Jazz,2015,Petrol,Manual,Third Owner,73061.0,Dealer,18.7,1199,5,520000.0,11,6641.91,239.8
Toyota,Innova,2012,Diesel,Manual,Fourth & Above Owner,101330.0,Dealer,12.99,2494,7,725000.0,14,7237.86,356.29
Maruti,Baleno,2021,Petrol,Manual,Second Owner,7773.0,Dealer,21.4,1197,5,942000.0,5,1554.6,239.4
Land Rover,Range,2020,Petrol,Automatic,Second Owner,29000.0,Dealer,11.8,2179,5,8500000.0,6,4833.33,435.8
